 RAE 5215 AIRFOIL
1.00000 0.00380
0.99759 0.00416
0.99039 0.00525
0.97847 0.00706
0.96194 0.00950
0.94096 0.01260
0.91573 0.01626
0.88651 0.02031
0.85355 0.02484
0.81720 0.02971
0.77779 0.03472
0.73570 0.03976
0.69134 0.04455
0.64514 0.04876
0.59755 0.05208
0.54901 0.05462
0.50000 0.05637
0.45099 0.05735
0.40245 0.05779
0.35486 0.05763
0.30866 0.05697
0.26430 0.05581
0.22221 0.05427
0.18280 0.05231
0.14645 0.04995
0.11349 0.04719
0.08427 0.04421
0.05904 0.04033
0.03806 0.03496
0.03000 0.03216
0.02153 0.02841
0.01500 0.02480
0.00961 0.02090
0.00800 0.01940
0.00650 0.01778
0.00500 0.01580
0.00350 0.01343
0.00241 0.01128
0.00160 0.00925
0.00100 0.00732
0.00050 0.00522
0.00000 0.00000
0.00050 -0.00410
0.00100 -0.00545
0.00160 -0.00665
0.00241 -0.00785
0.00350 -0.00900
0.00500 -0.01030
0.00650 -0.01139
0.00800 -0.01228
0.00961 -0.01316
0.01500 -0.01533
0.02153 -0.01727
0.03000 -0.01947
0.03806 -0.02118
0.05904 -0.02459
0.08427 -0.02786
0.11349 -0.03074
0.14645 -0.03332
0.18280 -0.03556
0.22221 -0.03731
0.26430 -0.03856
0.30866 -0.03915
0.35486 -0.03889
0.40245 -0.03773
0.45099 -0.03560
0.50000 -0.03232
0.54901 -0.02788
0.59755 -0.02267
0.64514 -0.01716
0.69134 -0.01199
0.73570 -0.00768
0.77779 -0.00424
0.81720 -0.00175
0.85355 -0.00010
0.88651 0.00085
0.91573 0.00130
0.94096 0.00126
0.96194 0.00098
0.97847 0.00062
0.99039 0.00029
0.99759 0.00006
1.00000 0.00000
