NACA 0008-34
1.0000     0.00080
0.9500     0.00684
0.9000     0.01244
0.8000     0.02213
0.7000     0.02987
0.6000     0.03547
0.5000     0.03884
0.4000     0.04000
0.3000     0.03867
0.2000     0.03396
0.1500     0.02996
0.1000     0.02436
0.0750     0.02089
0.0500     0.01662
0.0250     0.01120
0.0125     0.00756
0.0000     0.00000
0.0125     -0.00756
0.0250     -0.01120
0.0500     -0.01662
0.0750     -0.02089
0.1000     -0.02436
0.1500     -0.02996
0.2000     -0.03396
0.3000     -0.03867
0.4000     -0.04000
0.5000     -0.03884
0.6000     -0.03547
0.7000     -0.02987
0.8000     -0.02213
0.9000     -0.01244
0.9500     -0.00684
1.0000     -0.00080
