MH 49
1.00000   0.00000
0.99664   -0.00035
0.98652   -0.00122
0.96969   -0.00219
0.94638   -0.00294
0.91687   -0.00322
0.88152   -0.00273
0.84076   -0.00108
0.79541   0.00230
0.74678   0.00758
0.69605   0.01449
0.64425   0.02263
0.59243   0.03151
0.54162   0.04022
0.49205   0.04749
0.44325   0.05285
0.39516   0.05654
0.34813   0.05873
0.30252   0.05954
0.25877   0.05909
0.21731   0.05746
0.17856   0.05473
0.14288   0.05097
0.11065   0.04627
0.08214   0.04072
0.05760   0.03442
0.03722   0.02753
0.02116   0.02024
0.00950   0.01277
0.00231   0.00552
0.00000   -0.00064
0.00358   -0.00635
0.01287   -0.01261
0.02691   -0.01898
0.04549   -0.02506
0.06846   -0.03060
0.09567   -0.03538
0.12696   -0.03927
0.16217   -0.04219
0.20105   -0.04417
0.24326   -0.04523
0.28842   -0.04547
0.33607   -0.04496
0.38572   -0.04377
0.43686   -0.04200
0.48892   -0.03976
0.54132   -0.03715
0.59343   -0.03427
0.64464   -0.03120
0.69434   -0.02800
0.74195   -0.02473
0.78692   -0.02144
0.82874   -0.01819
0.86693   -0.01506
0.90097   -0.01213
0.93044   -0.00940
0.95497   -0.00690
0.97425   -0.00461
0.98817   -0.00244
0.99689   -0.00068
1.00000   0.00000
