NE110
    -2.000000    3.000000   -2.500000    3.500000
    1.000000      0.1220225E-16
   0.9964506      0.1061560E-02
   0.9919591      0.2387348E-02
   0.9869956      0.3836707E-02
   0.9815612      0.5411018E-02
   0.9756880      0.7100553E-02
   0.9694325      0.8885536E-02
   0.9628653      0.1074249E-01
   0.9560624      0.1264391E-01
   0.9490908      0.1456285E-01
   0.9419975      0.1647977E-01
   0.9348154      0.1837826E-01
   0.9275590      0.2024826E-01
   0.9202364      0.2208213E-01
   0.9128527      0.2387447E-01
   0.9054085      0.2562196E-01
   0.8979018      0.2732313E-01
   0.8903317      0.2897786E-01
   0.8826966      0.3058711E-01
   0.8749991      0.3215050E-01
   0.8672395      0.3366814E-01
   0.8594195      0.3514088E-01
   0.8515439      0.3656862E-01
   0.8436166      0.3795093E-01
   0.8356415      0.3928774E-01
   0.8276214      0.4057930E-01
   0.8195599      0.4182590E-01
   0.8114596      0.4302809E-01
   0.8033239      0.4418635E-01
   0.7951564      0.4530065E-01
   0.7869601      0.4637103E-01
   0.7787384      0.4739873E-01
   0.7704936      0.4838507E-01
   0.7622281      0.4933028E-01
   0.7539437      0.5023483E-01
   0.7456420      0.5109966E-01
   0.7373245      0.5192591E-01
   0.7289923      0.5271472E-01
   0.7206466      0.5346678E-01
   0.7122883      0.5418275E-01
   0.7039183      0.5486376E-01
   0.6955374      0.5551097E-01
   0.6871462      0.5612524E-01
   0.6787454      0.5670743E-01
   0.6703355      0.5725842E-01
   0.6619171      0.5777925E-01
   0.6534907      0.5827111E-01
   0.6450568      0.5873464E-01
   0.6366156      0.5917017E-01
   0.6281676      0.5957866E-01
   0.6197132      0.5996135E-01
   0.6112529      0.6031899E-01
   0.6027870      0.6065218E-01
   0.5943154      0.6096165E-01
   0.5858391      0.6124809E-01
   0.5773578      0.6151227E-01
   0.5688719      0.6175474E-01
   0.5603819      0.6197588E-01
   0.5518878      0.6217604E-01
   0.5433900      0.6235558E-01
   0.5348885      0.6251506E-01
   0.5263835      0.6265501E-01
   0.5178754      0.6277555E-01
   0.5093642      0.6287669E-01
   0.5008503      0.6295870E-01
   0.4923334      0.6302186E-01
   0.4838141      0.6306616E-01
   0.4752926      0.6309169E-01
   0.4667688      0.6309856E-01
   0.4582431      0.6308715E-01
   0.4497153      0.6305799E-01
   0.4411859      0.6301091E-01
   0.4326548      0.6294577E-01
   0.4241221      0.6286279E-01
   0.4155881      0.6276194E-01
   0.4070522      0.6264275E-01
   0.3985139      0.6250423E-01
   0.3899710      0.6234667E-01
   0.3814290      0.6217020E-01
   0.3728850      0.6197479E-01
   0.3643421      0.6176038E-01
   0.3558052      0.6152655E-01
   0.3472668      0.6127302E-01
   0.3387344      0.6099948E-01
   0.3302064      0.6070572E-01
   0.3216823      0.6039171E-01
   0.3131621      0.6005674E-01
   0.3046485      0.5970091E-01
   0.2961406      0.5932365E-01
   0.2876411      0.5892530E-01
   0.2791474      0.5850485E-01
   0.2706631      0.5806181E-01
   0.2621867      0.5759499E-01
   0.2537198      0.5710536E-01
   0.2452641      0.5659170E-01
   0.2368232      0.5605308E-01
   0.2283954      0.5548943E-01
   0.2199840      0.5489916E-01
   0.2115883      0.5428154E-01
   0.2032128      0.5363570E-01
   0.1948590      0.5296012E-01
   0.1865284      0.5225408E-01
   0.1782243      0.5151626E-01
   0.1699492      0.5074541E-01
   0.1617059      0.4994054E-01
   0.1535006      0.4909901E-01
   0.1453379      0.4821866E-01
   0.1372252      0.4729910E-01
   0.1291700      0.4633838E-01
   0.1211847      0.4533455E-01
   0.1132801      0.4428526E-01
   0.1054790      0.4319215E-01
   0.9780306E-01  0.4205329E-01
   0.9028407E-01  0.4087226E-01
   0.8295529E-01  0.3965245E-01
   0.7586691E-01  0.3839879E-01
   0.6906600E-01  0.3711852E-01
   0.6260394E-01  0.3581860E-01
   0.5653274E-01  0.3450926E-01
   0.5089483E-01  0.3319993E-01
   0.4571460E-01  0.3189841E-01
   0.4099761E-01  0.3060867E-01
   0.3673119E-01  0.2933686E-01
   0.3288946E-01  0.2808645E-01
   0.2943835E-01  0.2685808E-01
   0.2634018E-01  0.2565327E-01
   0.2355707E-01  0.2447357E-01
   0.2105283E-01  0.2331821E-01
   0.1879647E-01  0.2218227E-01
   0.1676024E-01  0.2106274E-01
   0.1491826E-01  0.1996055E-01
   0.1324866E-01  0.1887502E-01
   0.1173234E-01  0.1780522E-01
   0.1035239E-01  0.1675021E-01
   0.9094209E-02  0.1570890E-01
   0.7945357E-02  0.1468016E-01
   0.6895791E-02  0.1366329E-01
   0.5937249E-02  0.1265712E-01
   0.5063221E-02  0.1166060E-01
   0.4268818E-02  0.1067354E-01
   0.3549024E-02  0.9694629E-02
   0.2899131E-02  0.8720958E-02
   0.2316988E-02  0.7752184E-02
   0.1800947E-02  0.6788616E-02
   0.1347732E-02  0.5826258E-02
   0.9567047E-03  0.4864326E-02
   0.6289350E-03  0.3903444E-02
   0.3660121E-03  0.2942617E-02
   0.1711429E-03  0.1984450E-02
   0.4791498E-04  0.1033713E-02
   0.3724517E-06  0.8944732E-04
   0.3526338E-04 -0.8520114E-03
   0.1636242E-03 -0.1790819E-02
   0.3993438E-03 -0.2721343E-02
   0.7554044E-03 -0.3624658E-02
   0.1232456E-02 -0.4483621E-02
   0.1813887E-02 -0.5291767E-02
   0.2484378E-02 -0.6045949E-02
   0.3225947E-02 -0.6754099E-02
   0.4035684E-02 -0.7418617E-02
   0.4911708E-02 -0.8048065E-02
   0.5858464E-02 -0.8649604E-02
   0.6882055E-02 -0.9226835E-02
   0.7988173E-02 -0.9785527E-02
   0.9183195E-02 -0.1033039E-01
   0.1047406E-01 -0.1086511E-01
   0.1186911E-01 -0.1139386E-01
   0.1337878E-01 -0.1191983E-01
   0.1501536E-01 -0.1244639E-01
   0.1679459E-01 -0.1297506E-01
   0.1873586E-01 -0.1350825E-01
   0.2086106E-01 -0.1405106E-01
   0.2319617E-01 -0.1460750E-01
   0.2577293E-01 -0.1518241E-01
   0.2862996E-01 -0.1578240E-01
   0.3181178E-01 -0.1641420E-01
   0.3536512E-01 -0.1708352E-01
   0.3933807E-01 -0.1779761E-01
   0.4377857E-01 -0.1856312E-01
   0.4872666E-01 -0.1938119E-01
   0.5420321E-01 -0.2025355E-01
   0.6020082E-01 -0.2117495E-01
   0.6668594E-01 -0.2213848E-01
   0.7360135E-01 -0.2313310E-01
   0.8087549E-01 -0.2414850E-01
   0.8843577E-01 -0.2517506E-01
   0.9622215E-01 -0.2620454E-01
   0.1041761     -0.2723059E-01
   0.1122607     -0.2824931E-01
   0.1204430     -0.2925787E-01
   0.1287014     -0.3025247E-01
   0.1370193     -0.3123305E-01
   0.1453843     -0.3219685E-01
   0.1537875     -0.3314277E-01
   0.1622232     -0.3406964E-01
   0.1706815     -0.3497603E-01
   0.1791624     -0.3586081E-01
   0.1876600     -0.3672269E-01
   0.1961734     -0.3756102E-01
   0.2046986     -0.3837399E-01
   0.2132334     -0.3916034E-01
   0.2217763     -0.3991842E-01
   0.2303264     -0.4064776E-01
   0.2388814     -0.4134663E-01
   0.2474414     -0.4201458E-01
   0.2560041     -0.4265005E-01
   0.2645677     -0.4325166E-01
   0.2731295     -0.4381883E-01
   0.2816922     -0.4435000E-01
   0.2902489     -0.4484367E-01
   0.2988050     -0.4529965E-01
   0.3073552     -0.4571463E-01
   0.3158993     -0.4608828E-01
   0.3244362     -0.4642097E-01
   0.3329701     -0.4671208E-01
   0.3414945     -0.4696007E-01
   0.3500061     -0.4716389E-01
   0.3585039     -0.4732357E-01
   0.3669879     -0.4743865E-01
   0.3754585     -0.4750775E-01
   0.3839173     -0.4753052E-01
   0.3923607     -0.4750761E-01
   0.4007889     -0.4743878E-01
   0.4092019     -0.4732328E-01
   0.4176046     -0.4716071E-01
