HN-975TA Planeur>3.5m  Norbert Habbe
1.000000	0.000000
0.999013	0.000187
0.996057	0.000803
0.991144	0.001890
0.984292	0.003496
0.975528	0.005591
0.964888	0.008095
0.952414	0.010938
0.938153	0.014041
0.922164	0.017393
0.904508	0.020998
0.885257	0.024837
0.864484	0.028885
0.842274	0.033103
0.818712	0.037450
0.793893	0.041888
0.767913	0.046376
0.740877	0.050866
0.712890	0.055321
0.684062	0.059683
0.654508	0.063912
0.624345	0.067962
0.593691	0.071775
0.562667	0.075305
0.531395	0.078485
0.500000	0.081247
0.468605	0.083557
0.437333	0.085363
0.406309	0.086638
0.375655	0.087352
0.345492	0.087487
0.315938	0.087015
0.287110	0.085961
0.259123	0.084333
0.232087	0.082155
0.206107	0.079446
0.181288	0.076214
0.157726	0.072477
0.135516	0.068269
0.114743	0.063609
0.095492	0.058533
0.077836	0.053086
0.061847	0.047312
0.047586	0.041261
0.035112	0.034996
0.024472	0.028579
0.015708	0.022146
0.008856	0.015832
0.003943	0.009727
0.000987	0.004038
0.000000	0.000000
0.000987	-0.003527
0.003943	-0.007696
0.008856	-0.011821
0.015708	-0.015657
0.024472	-0.019413
0.035112	-0.022983
0.047586	-0.026230
0.061847	-0.029151
0.077836	-0.031738
0.095492	-0.033970
0.114743	-0.035845
0.135516	-0.037359
0.157726	-0.038521
0.181288	-0.039328
0.206107	-0.039798
0.232087	-0.039938
0.259123	-0.039755
0.287110	-0.039276
0.315938	-0.038492
0.345492	-0.037410
0.375655	-0.036044
0.406309	-0.034419
0.437333	-0.032566
0.468605	-0.030513
0.500000	-0.028293
0.531395	-0.025945
0.562667	-0.023498
0.593691	-0.020989
0.624345	-0.018456
0.654508	-0.015952
0.684062	-0.013529
0.712890	-0.011214
0.740877	-0.009038
0.767913	-0.007021
0.793893	-0.005191
0.818712	-0.003568
0.842274	-0.002157
0.864484	-0.000964
0.885257	-0.000002
0.904508	0.000736
0.922164	0.001247
0.938153	0.001544
0.952414	0.001636
0.964888	0.001551
0.975528	0.001328
0.984292	0.001006
0.991144	0.000647
0.996057	0.000318
0.999013	0.000087
1.000000	0.000000
