NE100
    -2.000000    3.000000   -2.500000    3.500000
    1.000000      0.2440450E-16
   0.9964405      0.1006836E-02
   0.9919362      0.2262736E-02
   0.9869603      0.3640384E-02
   0.9815157      0.5148464E-02
   0.9756360      0.6782868E-02
   0.9693785      0.8527126E-02
   0.9628148      0.1036133E-01
   0.9560207      0.1225778E-01
   0.9490619      0.1418560E-01
   0.9419842      0.1612091E-01
   0.9348188      0.1804210E-01
   0.9275792      0.1993475E-01
   0.9202721      0.2178746E-01
   0.9129021      0.2359149E-01
   0.9054693      0.2534093E-01
   0.8979715      0.2703342E-01
   0.8904084      0.2866919E-01
   0.8827785      0.3025032E-01
   0.8750851      0.3177811E-01
   0.8673287      0.3325419E-01
   0.8595114      0.3468027E-01
   0.8516382      0.3605731E-01
   0.8437133      0.3738624E-01
   0.8357407      0.3866813E-01
   0.8277235      0.3990409E-01
   0.8196651      0.4109499E-01
   0.8115685      0.4224175E-01
   0.8034369      0.4334514E-01
   0.7952738      0.4440564E-01
   0.7870827      0.4542375E-01
   0.7788665      0.4640058E-01
   0.7706276      0.4733727E-01
   0.7623685      0.4823439E-01
   0.7540909      0.4909262E-01
   0.7457965      0.4991290E-01
   0.7374865      0.5069626E-01
   0.7291622      0.5144374E-01
   0.7208249      0.5215615E-01
   0.7124751      0.5283429E-01
   0.7041140      0.5347917E-01
   0.6957423      0.5409182E-01
   0.6873605      0.5467312E-01
   0.6789693      0.5522392E-01
   0.6705693      0.5574508E-01
   0.6621610      0.5623751E-01
   0.6537448      0.5670218E-01
   0.6453212      0.5713972E-01
   0.6368906      0.5755061E-01
   0.6284533      0.5793562E-01
   0.6200097      0.5829563E-01
   0.6115602      0.5863126E-01
   0.6031053      0.5894305E-01
   0.5946448      0.5923159E-01
   0.5861795      0.5949745E-01
   0.5777094      0.5974123E-01
   0.5692348      0.5996339E-01
   0.5607561      0.6016432E-01
   0.5522733      0.6034438E-01
   0.5437870      0.6050394E-01
   0.5352969      0.6064345E-01
   0.5268035      0.6076335E-01
   0.5183069      0.6086387E-01
   0.5098073      0.6094519E-01
   0.5013051      0.6100762E-01
   0.4927999      0.6105150E-01
   0.4842923      0.6107702E-01
   0.4757827      0.6108441E-01
   0.4672707      0.6107390E-01
   0.4587569      0.6104584E-01
   0.4502410      0.6100061E-01
   0.4417235      0.6093823E-01
   0.4332044      0.6085865E-01
   0.4246837      0.6076196E-01
   0.4161617      0.6064800E-01
   0.4076378      0.6051617E-01
   0.3991115      0.6036498E-01
   0.3905808      0.6019534E-01
   0.3820509      0.6000716E-01
   0.3735190      0.5980042E-01
   0.3649883      0.5957511E-01
   0.3564635      0.5933061E-01
   0.3479373      0.5906706E-01
   0.3394170      0.5878418E-01
   0.3309012      0.5848190E-01
   0.3223891      0.5816033E-01
   0.3138811      0.5781883E-01
   0.3053795      0.5745794E-01
   0.2968837      0.5707681E-01
   0.2883960      0.5667635E-01
   0.2799142      0.5625529E-01
   0.2714416      0.5581343E-01
   0.2629768      0.5534960E-01
   0.2545214      0.5486501E-01
   0.2460771      0.5435778E-01
   0.2376474      0.5382748E-01
   0.2292307      0.5327376E-01
   0.2208303      0.5269516E-01
   0.2124453      0.5209080E-01
   0.2040804      0.5145952E-01
   0.1957369      0.5080078E-01
   0.1874165      0.5011302E-01
   0.1791222      0.4939587E-01
   0.1708566      0.4864764E-01
   0.1626224      0.4786754E-01
   0.1544259      0.4705323E-01
   0.1462715      0.4620318E-01
   0.1381666      0.4531625E-01
   0.1301187      0.4439103E-01
   0.1221400      0.4342536E-01
   0.1142413      0.4241731E-01
   0.1064455      0.4136745E-01
   0.9877381E-01  0.4027445E-01
   0.9125837E-01  0.3914070E-01
   0.8393209E-01  0.3797052E-01
   0.7684513E-01  0.3676823E-01
   0.7004459E-01  0.3553994E-01
   0.6358143E-01  0.3429405E-01
   0.5750754E-01  0.3304040E-01
   0.5186519E-01  0.3178808E-01
   0.4667864E-01  0.3054471E-01
   0.4195363E-01  0.2931258E-01
   0.3767721E-01  0.2809851E-01
   0.3382310E-01  0.2690695E-01
   0.3035722E-01  0.2573822E-01
   0.2724179E-01  0.2459357E-01
   0.2443853E-01  0.2347551E-01
   0.2191140E-01  0.2238256E-01
   0.1962880E-01  0.2131054E-01
   0.1756269E-01  0.2025643E-01
   0.1568781E-01  0.1921968E-01
   0.1398239E-01  0.1819916E-01
   0.1242747E-01  0.1719356E-01
   0.1100636E-01  0.1620151E-01
   0.9704687E-02  0.1522155E-01
   0.8510213E-02  0.1425223E-01
   0.7413094E-02  0.1329259E-01
   0.6405539E-02  0.1234094E-01
   0.5481575E-02  0.1139559E-01
   0.4636930E-02  0.1045586E-01
   0.3867089E-02  0.9520040E-02
   0.3168152E-02  0.8584849E-02
   0.2538813E-02  0.7649451E-02
   0.1978245E-02  0.6714103E-02
   0.1483618E-02  0.5774964E-02
   0.1054929E-02  0.4831443E-02
   0.6941636E-03  0.3884367E-02
   0.4040600E-03  0.2932952E-02
   0.1888374E-03  0.1980476E-02
   0.5284555E-04  0.1032566E-02
   0.4113280E-06  0.8942598E-04
   0.3884679E-04 -0.8505920E-03
   0.1792872E-03 -0.1786289E-02
   0.4320245E-03 -0.2711028E-02
   0.8051587E-03 -0.3605993E-02
   0.1299778E-02 -0.4453383E-02
   0.1903337E-02 -0.5243251E-02
   0.2600534E-02 -0.5970022E-02
   0.3373929E-02 -0.6639550E-02
   0.4217231E-02 -0.7255576E-02
   0.5128930E-02 -0.7824738E-02
   0.6112814E-02 -0.8353709E-02
   0.7173118E-02 -0.8847343E-02
   0.8314817E-02 -0.9313491E-02
   0.9542982E-02 -0.9760388E-02
   0.1086423E-01 -0.1019458E-01
   0.1228672E-01 -0.1062264E-01
   0.1382117E-01 -0.1104834E-01
   0.1548018E-01 -0.1147495E-01
   0.1727971E-01 -0.1190368E-01
   0.1923939E-01 -0.1233630E-01
   0.2138158E-01 -0.1277629E-01
   0.2373241E-01 -0.1322728E-01
   0.2632367E-01 -0.1369428E-01
   0.2919426E-01 -0.1418233E-01
   0.3238900E-01 -0.1469602E-01
   0.3595476E-01 -0.1523949E-01
   0.3993980E-01 -0.1581860E-01
   0.4439214E-01 -0.1643877E-01
   0.4935176E-01 -0.1710038E-01
   0.5483953E-01 -0.1780475E-01
