TP66-S Saumon (c)Th Platon combinaison TP66/TP66S voltige VTPR 
   1.00000	   0.00007
   0.99578	   0.00056
   0.98809	   0.00152
   0.98009	   0.00256
   0.97203	   0.00358
   0.96394	   0.00457
   0.95585	   0.00554
   0.94774	   0.00650
   0.93963	   0.00745
   0.93151	   0.00839
   0.92339	   0.00932
   0.91527	   0.01025
   0.90714	   0.01118
   0.89902	   0.01210
   0.89090	   0.01302
   0.88277	   0.01392
   0.87464	   0.01484
   0.86652	   0.01574
   0.85839	   0.01665
   0.85027	   0.01755
   0.84214	   0.01845
   0.83401	   0.01934
   0.82588	   0.02023
   0.81776	   0.02112
   0.80963	   0.02200
   0.80150	   0.02286
   0.79338	   0.02373
   0.78525	   0.02460
   0.77712	   0.02546
   0.76899	   0.02632
   0.76086	   0.02717
   0.75273	   0.02801
   0.74460	   0.02885
   0.73647	   0.02969
   0.72833	   0.03052
   0.72021	   0.03133
   0.71207	   0.03214
   0.70394	   0.03295
   0.69581	   0.03375
   0.68768	   0.03454
   0.67954	   0.03533
   0.67141	   0.03611
   0.66327	   0.03688
   0.65514	   0.03764
   0.64701	   0.03838
   0.63887	   0.03913
   0.63074	   0.03986
   0.62260	   0.04058
   0.61447	   0.04129
   0.60634	   0.04199
   0.59820	   0.04267
   0.59007	   0.04334
   0.58193	   0.04399
   0.57380	   0.04462
   0.56566	   0.04524
   0.55752	   0.04584
   0.54939	   0.04643
   0.54125	   0.04700
   0.53310	   0.04755
   0.52496	   0.04809
   0.51682	   0.04861
   0.50867	   0.04911
   0.50053	   0.04960
   0.49238	   0.05008
   0.48423	   0.05054
   0.47608	   0.05098
   0.46794	   0.05141
   0.45979	   0.05181
   0.45164	   0.05220
   0.44349	   0.05257
   0.43534	   0.05293
   0.42719	   0.05327
   0.41904	   0.05358
   0.41089	   0.05388
   0.40274	   0.05416
   0.39459	   0.05441
   0.38644	   0.05465
   0.37829	   0.05486
   0.37014	   0.05504
   0.36200	   0.05521
   0.35385	   0.05534
   0.34570	   0.05545
   0.33756	   0.05553
   0.32941	   0.05559
   0.32127	   0.05562
   0.31312	   0.05562
   0.30498	   0.05559
   0.29684	   0.05553
   0.28870	   0.05544
   0.28056	   0.05532
   0.27242	   0.05515
   0.26429	   0.05495
   0.25616	   0.05473
   0.24803	   0.05445
   0.23990	   0.05414
   0.23178	   0.05379
   0.22366	   0.05339
   0.21555	   0.05296
   0.20744	   0.05247
   0.19933	   0.05193
   0.19124	   0.05135
   0.18314	   0.05070
   0.17506	   0.05000
   0.16699	   0.04925
   0.15892	   0.04842
   0.15087	   0.04754
   0.14283	   0.04658
   0.13480	   0.04555
   0.12678	   0.04443
   0.11879	   0.04324
   0.11082	   0.04195
   0.10287	   0.04057
   0.09494	   0.03909
   0.08706	   0.03750
   0.07921	   0.03579
   0.07141	   0.03395
   0.06366	   0.03197
   0.05598	   0.02984
   0.04838	   0.02755
   0.04088	   0.02509
   0.03354	   0.02244
   0.02643	   0.01957
   0.01962	   0.01646
   0.01332	   0.01312
   0.00797	   0.00977
   0.00426	   0.00691
   0.00208	   0.00478
   0.00090	   0.00323
   0.00036	   0.00191
   0.00011	   0.00083
   0.00000	   0.00000
   0.00026	  -0.00074
   0.00077	  -0.00164
   0.00150	  -0.00274
   0.00283	  -0.00401
   0.00513	  -0.00557
   0.00902	  -0.00761
   0.01471	  -0.01005
   0.02147	  -0.01241
   0.02874	  -0.01450
   0.03630	  -0.01635
   0.04402	  -0.01802
   0.05183	  -0.01951
   0.05971	  -0.02085
   0.06763	  -0.02205
   0.07560	  -0.02312
   0.08360	  -0.02408
   0.09163	  -0.02495
   0.09968	  -0.02574
   0.10775	  -0.02644
   0.11582	  -0.02707
   0.12391	  -0.02765
   0.13201	  -0.02815
   0.14012	  -0.02860
   0.14824	  -0.02902
   0.15636	  -0.02937
   0.16448	  -0.02969
   0.17262	  -0.02996
   0.18075	  -0.03019
   0.18889	  -0.03039
   0.19703	  -0.03055
   0.20517	  -0.03069
   0.21332	  -0.03080
   0.22146	  -0.03087
   0.22961	  -0.03092
   0.23776	  -0.03095
   0.24591	  -0.03094
   0.25407	  -0.03092
   0.26223	  -0.03088
   0.27038	  -0.03082
   0.27854	  -0.03073
   0.28669	  -0.03063
   0.29485	  -0.03052
   0.30301	  -0.03038
   0.31117	  -0.03022
   0.31933	  -0.03005
   0.32749	  -0.02987
   0.33564	  -0.02967
   0.34381	  -0.02945
   0.35197	  -0.02922
   0.36013	  -0.02898
   0.36829	  -0.02872
   0.37645	  -0.02845
   0.38461	  -0.02816
   0.39277	  -0.02787
   0.40093	  -0.02756
   0.40909	  -0.02725
   0.41726	  -0.02692
   0.42542	  -0.02659
   0.43358	  -0.02625
   0.44175	  -0.02590
   0.44991	  -0.02555
   0.45808	  -0.02519
   0.46624	  -0.02482
   0.47440	  -0.02444
   0.48256	  -0.02405
   0.49073	  -0.02366
   0.49889	  -0.02326
   0.50705	  -0.02286
   0.51522	  -0.02245
   0.52338	  -0.02203
   0.53154	  -0.02161
   0.53970	  -0.02118
   0.54786	  -0.02074
   0.55602	  -0.02030
   0.56418	  -0.01984
   0.57233	  -0.01938
   0.58049	  -0.01891
   0.58865	  -0.01843
   0.59680	  -0.01794
   0.60496	  -0.01745
   0.61312	  -0.01695
   0.62128	  -0.01644
   0.62943	  -0.01593
   0.63760	  -0.01541
   0.64576	  -0.01489
   0.65392	  -0.01437
   0.66208	  -0.01385
   0.67024	  -0.01334
   0.67841	  -0.01282
   0.68657	  -0.01231
   0.69473	  -0.01179
   0.70289	  -0.01128
   0.71105	  -0.01077
   0.71922	  -0.01026
   0.72737	  -0.00976
   0.73554	  -0.00926
   0.74370	  -0.00877
   0.75185	  -0.00829
   0.76001	  -0.00781
   0.76817	  -0.00734
   0.77633	  -0.00687
   0.78449	  -0.00642
   0.79264	  -0.00597
   0.80080	  -0.00552
   0.80896	  -0.00509
   0.81711	  -0.00467
   0.82527	  -0.00427
   0.83343	  -0.00387
   0.84159	  -0.00348
   0.84974	  -0.00311
   0.85790	  -0.00275
   0.86605	  -0.00240
   0.87421	  -0.00207
   0.88237	  -0.00174
   0.89052	  -0.00143
   0.89867	  -0.00115
   0.90682	  -0.00089
   0.91496	  -0.00065
   0.92311	  -0.00043
   0.93126	  -0.00024
   0.93941	  -0.00006
   0.94757	   0.00009
   0.95573	   0.00022
   0.96384	   0.00034
   0.97192	   0.00038
   0.97996	   0.00033
   0.98796	   0.00019
   0.99574	   0.00002
   1.00000	  -0.00007
