FX 76-120
1.00000     0.00000
0.99893     0.00073
0.99572     0.00099
0.99039     0.00170
0.98296     0.00262
0.97347     0.00386
0.96194     0.00533
0.94844     0.00703
0.93301     0.00900
0.91573     0.01123
0.89668     0.01368
0.87592     0.01633
0.85355     0.01914
0.82967     0.02207
0.80438     0.02505
0.77779     0.02806
0.75000     0.03108
0.72114     0.03407
0.69134     0.03702
0.66072     0.03988
0.62941     0.04264
0.59755     0.04530
0.56526     0.04785
0.53270     0.05024
0.50000     0.05241
0.46730     0.05432
0.43474     0.05601
0.40245     0.05748
0.37059     0.05869
0.33928     0.05958
0.30866     0.06013
0.27886     0.06035
0.25000     0.06021
0.22221     0.05968
0.19562     0.05871
0.17033     0.05729
0.14645     0.05535
0.12408     0.05285
0.10332     0.04975
0.08427     0.04611
0.06699     0.04200
0.05156     0.03752
0.03806     0.03273
0.02653     0.02770
0.01704     0.02245
0.00961     0.01694
0.00428     0.01127
0.00107     0.00560
0.00000     0.00000
0.00107     -0.00560
0.00428     -0.01127
0.00961     -0.01694
0.01704     -0.02245
0.02653     -0.02770
0.03806     -0.03273
0.05156     -0.03752
0.06699     -0.04200
0.08427     -0.04611
0.10332     -0.04975
0.12408     -0.05285
0.14645     -0.05535
0.17033     -0.05729
0.19562     -0.05871
0.22221     -0.05968
0.25000     -0.06021
0.27886     -0.06035
0.30866     -0.06013
0.33928     -0.05958
0.37059     -0.05869
0.40245     -0.05748
0.43474     -0.05601
0.46730     -0.05432
0.50000     -0.05241
0.53270     -0.05024
0.56526     -0.04785
0.59755     -0.04530
0.62941     -0.04264
0.66072     -0.03988
0.69134     -0.03702
0.72114     -0.03407
0.75000     -0.03108
0.77779     -0.02806
0.80438     -0.02505
0.82967     -0.02207
0.85355     -0.01914
0.87592     -0.01633
0.89668     -0.01368
0.91573     -0.01123
0.93301     -0.00900
0.94844     -0.00703
0.96194     -0.00533
0.97347     -0.00386
0.98296     -0.00262
0.99039     -0.00170
0.99572     -0.00099
0.99893     -0.00073
1.00000     0.00000
