S4158
1.00000  0.00000
0.99654  0.00023
0.98621  0.00111
0.96923  0.00307
0.94604  0.00654
0.91742  0.01182
0.88428  0.01890
0.84751  0.02757
0.80801  0.03745
0.76666  0.04799
0.72424  0.05830
0.68083  0.06722
0.63593  0.07442
0.58958  0.08025
0.54234  0.08482
0.49464  0.08805
0.44690  0.08996
0.39957  0.09057
0.35312  0.08992
0.30808  0.08804
0.26485  0.08486
0.22375  0.08044
0.18512  0.07496
0.14936  0.06857
0.11693  0.06137
0.08808  0.05342
0.06297  0.04484
0.04177  0.03594
0.02474  0.02697
0.01209  0.01814
0.00392  0.00965
0.00018  0.00185
0.00000  0.00000
0.00127 -0.00429
0.00801 -0.00894
0.02053 -0.01294
0.03845 -0.01613
0.06167 -0.01849
0.09001 -0.02012
0.12317 -0.02113
0.16075 -0.02160
0.20228 -0.02159
0.24730 -0.02109
0.29534 -0.02016
0.34590 -0.01888
0.39838 -0.01735
0.45218 -0.01565
0.50667 -0.01385
0.56120 -0.01202
0.61511 -0.01022
0.66775 -0.00852
0.71848 -0.00696
0.76666 -0.00556
0.81168 -0.00437
0.85297 -0.00337
0.88999 -0.00257
0.92225 -0.00193
0.94931 -0.00140
0.97083 -0.00087
0.98668 -0.00035
0.99659 -0.00005
1.00000  0.00000
